Tweet Id,Tweet Date,Follower Count,Account Verified,Favorite Count,Retweets,Tweet Text
1436054592450596865,2021-09-09 19:51:10,905,False,0,0,b'@Yaziyor @mymecra Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436054537987674125,2021-09-09 19:50:57,674,False,0,0,b'@yerlikayahasim Yav yeter art\xc4\xb1k yeter Biz sizlerin deney fareleri niz miyiz istedi\xc4\x9finize g\xc3\xb6re kesip bi\xc3\xa7ip test ediyorsunuz Hak hukuk adalet insanl\xc4\xb1k nerede #As\xc4\xb1Mas\xc4\xb1Olm\xc4\xb1ycam #As\xc4\xb1VePcrDurdurulsun #a\xc5\x9f\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #A\xc5\x9f\xc4\xb1yaPCRyehay\xc4\xb1r #as\xc4\xb1yahay\xc4\xb1r'
1436054507008446464,2021-09-09 19:50:49,905,False,0,0,b'@AhmetMisbah @Akparti @akifkesmekaya @RTErdogan Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436054464583114760,2021-09-09 19:50:39,905,False,0,0,b'@AhmetMisbah @amasyabld05 Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436053027677515777,2021-09-09 19:44:57,232,False,1,0,b'Mavi olan iller madem risksiz neden hala maske mesafe musluk diyorsunuz !\n\nHem o il art\xc4\xb1k risksiz hem de \xc3\xa7ok riskli resmen milletle dalga ge\xc3\xa7iyorsunuz @drfahrettinkoca \n\nAma koyun gibi asla soru sormayan g\xc3\xbcd\xc3\xbclenler hakediyorlar bunu ! #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #PCRbitersePandemiBiter https://t.co/FN4aMFtrob'
1436048412777062402,2021-09-09 19:26:36,905,False,0,0,b'@__byharputlu__ @Akparti #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436048016356651011,2021-09-09 19:25:02,905,False,0,0,b'@MehmetArdic_ Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436047937671421954,2021-09-09 19:24:43,905,False,0,0,b'@ademisliyen @kemalsrda @mustafagunydin @BirdalMuammer @ismet_ozturk @osmannnurika @AkBeylikduzu @akpartiistanbul Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436047264917692417,2021-09-09 19:22:03,905,False,0,0,b'@yusufalabarda @hikmetcosar1 @meral_aksener Allah a\xc5\x9fk\xc4\xb1na \xc5\x9fu #pcrzulmunukabuletmiyoruz hi\xc3\xa7 hasta olmam\xc4\xb1\xc5\x9f ve hastal\xc4\xb1k belirtisi olmayan insanlara deney s\xc4\xb1v\xc4\xb1lar\xc4\xb1n\xc4\xb1 v\xc3\xbccutlar\xc4\xb1na zerk ettirmiyorlar diye zul\xc3\xbcm etmeyin... #PCRbitersePandemiBiter #as\xc4\xb1olmayaca\xc4\x9f\xc4\xb1m #Evlad\xc4\xb1n\xc4\xb1As\xc4\xb1danKoru'
1436046335497670658,2021-09-09 19:18:21,360,False,14,4,"b'Maskeni \xc3\xa7\xc4\xb1kar \xc3\xa7ocu\xc4\x9fum, donunu kafana tak. A\xc5\x9f\xc4\xb1 olma tur\xc5\x9fu suyu i\xc3\xa7, corona diye bir hastal\xc4\xb1k zaten yok. \xc4\xb0nsanlar a\xc5\x9fk ac\xc4\xb1s\xc4\xb1ndan intihar ediyor. Bir bitin be... Nas\xc4\xb1l topland\xc4\xb1 bu kadar geri zekal\xc4\xb1 bu g\xc3\xbczelim \xc3\xbclkeye.\n\n#Maskeni\xc3\x87\xc4\xb1kar\xc3\x87ocu\xc4\x9fum #A\xc5\x9f\xc4\xb1Olmayaca\xc4\x9f\xc4\xb1m #mRNA'"
